nct_id,title,acronym,status,study_results,conditions,interventions,outcome_measures,sponsors,gender,min_age,max_age,age_groups,phases,enrollment,funded_bys,study_types,exp_acc_types,study_designs,other_ids,start_date,primary_completion_date,completion_date,study_first_posted,last_update_posted,locations,documents,url
NCT05155527,A Double-blind Randomized Controlled Trial of Ivermectin With Favipiravir in Mild-to-moderate COVID-19 Patients,IFCOV,Not yet recruiting,No Results Available,COVID-19,Ivermectin Tablets|Placebo,The rate of SARS-CoV-2 viral clearance|Mortality rate|Progression to severe disease|Duration of admission|Oxygen requirement|Proportions of SARS-CoV-2 viral clearance,Mahidol University|Prince of Songkla University,All,18 Years,65 Years,Adult|Older Adult,Phase 2,200,Other,Interventional, ,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",CREC067/64BR-MED46,December 2021,June 2022,June 2022,"December 13, 2021","December 13, 2021", , ,https://ClinicalTrials.gov/show/NCT05155527
NCT04587323,VEGF and sFlt-1 Levels in the Pathogenesis and Severity of COVID-19 Disease, ,Recruiting,No Results Available,COVID-19 Disease, ,Laboratory Assays|VEGF-A|VEGF-C|VEGF-D|Tie-2|Flt-1|PlGF|FGF,University of Alabama at Birmingham,All,18 Years, ,Adult|Older Adult, ,100,Other,Observational, ,Observational Model: Cohort|Time Perspective: Prospective,IRB-300005378,"May 22, 2020","March 20, 2023","May 20, 2023","October 14, 2020","November 23, 2021","University of Alabama at Birmingham, Birmingham, Alabama, United States", ,https://ClinicalTrials.gov/show/NCT04587323
NCT05157269,Trial to Evaluate Nitazoxanide for Treatment of Mild COVID-19 in Subjects Not at High Risk of Severe Illness, ,Not yet recruiting,No Results Available,COVID-19,Nitazoxanide|Placebo|Vitamin Super-B Complex,Time to sustained COVID-19 Recovery,Romark Laboratories L.C.,All,12 Years, ,Child|Adult|Older Adult,Phase 3,600,Industry,Interventional, ,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RM08-3011,January 2022,March 2022,April 2022,"December 14, 2021","December 14, 2021", , ,https://ClinicalTrials.gov/show/NCT05157269
NCT04392141,Colchicine Plus Phenolic Monoterpenes to Treat COVID-19, ,Completed,Has Results,COVID-19,Standard Treatment|Oral administration of Colchicine plus Herbal Phenolic Monoterpene Fractions,Mortality Rate|SpO2|Length of Hospitalization|Lymphocyte Count|Serum Lactate Dehydrogenase,Kermanshah University of Medical Sciences,All,10 Years, ,Child|Adult|Older Adult,Phase 1|Phase 2,120,Other,Interventional, ,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment",1399.062,"April 1, 2020","November 1, 2020","November 1, 2020","May 18, 2020","April 20, 2021","April 20, 2021","Medical Biology Research Center, Kermanshah University of Medical Sciences, Kermanshah, Iran, Kermanshah, Iran, Islamic Republic of","
        |Study Protocol|https://ClinicalTrials.gov/ProvidedDocs/41/NCT04392141/Prot_000.pdf|
        |Statistical Analysis Plan|https://ClinicalTrials.gov/ProvidedDocs/41/NCT04392141/SAP_001.pdf",https://ClinicalTrials.gov/show/NCT04392141
NCT04418284,Online Learning of Veterinary Anatomy During COVID-19 Pandemic, ,Completed,No Results Available,COVID-19,survey,Measure the students' interest in studying anatomy on-line.|Assess the easiness of using technology during studying anatomy online|Assess the student satisfaction regarding the provided study materials,South Valley University,All,17 Years,35 Years,Child|Adult, ,1517,Other,Observational, ,Observational Model: Other|Time Perspective: Cross-Sectional,2-2020,"June 5, 2020","November 5, 2020","November 5, 2020","June 5, 2020","March 16, 2021","South Valley University, Qinā, Egypt", ,https://ClinicalTrials.gov/show/NCT04418284
NCT04449718,Vitamin D Supplementation in Patients With COVID-19, ,Completed,No Results Available,COVID-19,Vitamin D|Placebo,Length of hospitalization|Mortality|Number of cases admitted to Intensive Care Unit (ICU)|Length of use of mechanic ventilator|Number and severity of symptoms|Inflammatory markers|C-reactive protein|Vitamin D|Creatinine|Calcium|Physical activity,University of Sao Paulo,All,18 Years, ,Adult|Older Adult,Not Applicable,240,Other,Interventional, ,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",30959620.4.0000.0068,"June 1, 2020","October 7, 2020","October 7, 2020","June 29, 2020","November 17, 2020","Clinical Hospital of the School of Medicine, University of Sao Paulo, Sao Paulo, Brazil", ,https://ClinicalTrials.gov/show/NCT04449718
NCT05107440,BREATHE: Virtual Self-management for Long COVID-19, ,Not yet recruiting,No Results Available,COVID-19,BREATHE,Self-efficacy to manage symptoms|Self-efficacy to manage daily activities|Self-efficacy to manage emotions|Fatigue severity (FACIT-F)|Medical Research Council (MRC) breathlessness scale grade|Post-COVID-19 Functional Scale (PCFS) grade|Recovery grade|Physical functioning subscale score|Role limitations due to physical health subscale score|Role limitations due to emotional problems subscale score|Emotional well-being subscale score|Social functioning subscale score|Energy/fatigue subscale score|Pain subscale score|General health subscale score|Physical component score|Mental component score,University of Calgary,All,18 Years, ,Adult|Older Adult,Not Applicable,36,Other,Interventional, ,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care,REB21-1359,"October 25, 2021","April 30, 2022","October 31, 2022","November 4, 2021","November 4, 2021", , ,https://ClinicalTrials.gov/show/NCT05107440
NCT04978233,The Opal - COVID-19 Study, ,Completed,No Results Available,COVID-19,"sociodemographic and health, daily self-assessment, and feasibility of using the Opal app for COVID",Change in the acceptability of the Opal app for COVID-19|Change in the usability of the Opal app for COVID-19|Contact with the healthcare team|Change in symptoms|Patient satisfaction with scheduled teleconsultations|Change in vital signs temperature|Change in vital signs respiration rate|Change in vital signs oxygen saturation|Change in vital signs heart rate|Change in vital signs blood pressure,Dr. Bertrand Lebouche|McGill University Health Centre/Research Institute of the McGill University Health Centre,All,18 Years, ,Adult|Older Adult, ,50,Other,Observational, ,Observational Model: Other|Time Perspective: Prospective,2021-6763,"December 8, 2020","March 31, 2021","March 31, 2021","July 27, 2021","July 27, 2021","Research Institute of the McGill University Health Centre, Montréal, Quebec, Canada", ,https://ClinicalTrials.gov/show/NCT04978233
NCT05157243,Trial to Evaluate Nitazoxanide for Treatment of Mild or Moderate COVID-19 in Subjects at High Risk of Severe Illness, ,Not yet recruiting,No Results Available,COVID-19,Nitazoxanide|Vitamin Super-B Complex|Placebo|Standard of Care,Proportion of participants progressing to severe COVID-19 or death from any cause,Romark Laboratories L.C.,All,12 Years, ,Child|Adult|Older Adult,Phase 3,2000,Industry,Interventional, ,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",RM08-3010,January 2022,April 2022,May 2022,"December 14, 2021","December 14, 2021", , ,https://ClinicalTrials.gov/show/NCT05157243
NCT05092581,"COVID-19 Study of Pharmacokinetics, Safety, Tolerability, and Efficacy of Intravenous Anti-Spike(s) SARS-CoV-2 Monoclonal Antibodies (Casirivimab+Imdevimab) for the Treatment of Pediatric Patients Hospitalized Due to COVID-19", ,Not yet recruiting,No Results Available,COVID-19,casirivimab+imdevimab,Concentrations of casirivimab+imdevimab in serum over time|Proportion of patients with treatment-emergent serious adverse events (SAEs)|Proportion of patients with infusion-related reactions|Proportion of patients with hypersensitivity reactions|Incidence of anti-drug antibodies (ADA) to casirivimab+imdevimab over time|Incidence of neutralizing antibodies (NAb) to casirivimab+imdevimab over time,Regeneron Pharmaceuticals,All,17 Years, ,Child,Phase 1,40,Industry,Interventional, ,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,R10933-10987-COV-2114|2021-004535-84,"December 20, 2021","June 9, 2023","June 9, 2023","October 25, 2021","October 25, 2021", , ,https://ClinicalTrials.gov/show/NCT05092581
NCT04324489,DAS181 for Severe COVID-19: Compassionate Use, ,Completed,No Results Available,COVID-19,DAS181,Improved clinical status|Return to room air|SARS-CoV-2 RNA|Discharge|Death,"Renmin Hospital of Wuhan University|Ansun Biopharma, Inc.",All,18 Years,70 Years,Adult|Older Adult,Not Applicable,4,Other|Industry,Interventional, ,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,DAS181-SARS-CoV-2,"March 6, 2020","April 16, 2020","April 30, 2020","March 27, 2020","May 5, 2020","Renmin Hospital of Wuhan University, Wuhan, Hubei, China", ,https://ClinicalTrials.gov/show/NCT04324489
NCT04370262,Multi-site Adaptive Trials for COVID-19, ,Completed,No Results Available,COVID-19,SOC + Intravenous Famotidine|SOC + Placebo,Mortality|Virologic response to study treatment detected in blood|Virologic clearance in nasal swab and/or lower respiratory secretions|Clinical Severity,Northwell Health,All,18 Years, ,Adult|Older Adult,Phase 3,233,Other,Interventional, ,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment",20-0268,"April 7, 2020","September 7, 2020","September 7, 2020","April 30, 2020","December 11, 2020","Southside Hospital, Bay Shore, New York, United States|North Shore University Hospital, Manhasset, New York, United States|Northern Westchester Hospital, Mount Kisco, New York, United States|Lenox Hill Hospital, New York, New York, United States|Long Island Jewish Medical Center, Queens, New York, United States", ,https://ClinicalTrials.gov/show/NCT04370262
